Time,Agent,x,y,Energy
2,grass,20,23,
2,grass,20,27,
2,grass,20,33,
2,grass,20,34,
2,grass,20,42,
2,grass,20,44,
2,grass,20,45,
2,grass,20,46,
2,grass,20,47,
2,grass,21,0,
2,grass,21,1,
2,grass,21,2,
2,grass,21,4,
2,grass,21,5,
2,grass,21,7,
2,grass,21,8,
2,grass,21,11,
2,grass,21,12,
2,grass,21,19,
2,grass,21,21,
2,grass,21,23,
2,grass,21,24,
2,grass,21,25,
2,grass,21,30,
2,grass,21,33,
2,grass,21,34,
2,grass,21,36,
2,grass,21,37,
2,grass,21,38,
2,grass,21,39,
2,grass,21,40,
2,grass,21,41,
2,grass,21,42,
2,grass,21,43,
2,grass,21,45,
2,grass,22,0,
2,grass,22,2,
2,grass,22,3,
2,grass,22,4,
2,grass,22,6,
2,grass,22,7,
2,grass,22,9,
2,grass,22,10,
2,grass,22,16,
2,grass,22,25,
2,grass,22,28,
2,grass,22,29,
2,grass,22,33,
2,grass,22,37,
2,grass,22,38,
2,grass,22,39,
2,grass,22,40,
2,grass,22,41,
2,grass,22,42,
2,grass,22,43,
2,grass,22,45,
2,grass,22,47,
2,grass,22,48,
2,grass,23,0,
2,grass,23,1,
2,grass,23,5,
2,grass,23,11,
2,grass,23,12,
2,grass,23,13,
2,grass,23,15,
2,grass,23,17,
2,grass,23,18,
2,grass,23,19,
2,grass,23,20,
2,grass,23,22,
2,grass,23,25,
2,grass,23,28,
2,grass,23,29,
2,grass,23,31,
2,grass,23,36,
2,grass,23,38,
2,grass,23,39,
2,grass,23,42,
2,grass,23,44,
2,grass,23,46,
2,grass,23,48,
2,grass,24,1,
2,grass,24,3,
2,grass,24,4,
2,grass,24,8,
2,grass,24,9,
2,grass,24,10,
2,grass,24,14,
2,grass,24,17,
2,grass,24,19,
2,grass,24,21,
2,grass,24,24,
2,grass,24,29,
2,grass,24,32,
2,grass,24,34,
2,grass,24,36,
2,grass,24,37,
2,grass,24,38,
2,grass,24,39,
2,grass,24,40,
2,grass,24,42,
2,grass,24,45,
2,grass,24,46,
2,grass,24,47,
2,grass,24,49,
2,grass,25,0,
2,grass,25,2,
2,grass,25,3,
2,grass,25,5,
2,grass,25,7,
2,grass,25,8,
2,grass,25,10,
2,grass,25,12,
2,grass,25,15,
2,grass,25,16,
2,grass,25,18,
2,grass,25,19,
2,grass,25,21,
2,grass,25,22,
2,grass,25,30,
2,grass,25,31,
2,grass,25,33,
2,grass,25,34,
2,grass,25,37,
2,grass,25,39,
2,grass,25,40,
2,grass,25,41,
2,grass,25,42,
2,grass,25,43,
2,grass,25,44,
2,grass,25,45,
2,grass,25,48,
2,grass,26,8,
2,grass,26,11,
2,grass,26,12,
2,grass,26,13,
2,grass,26,14,
2,grass,26,15,
2,grass,26,16,
2,grass,26,18,
2,grass,26,19,
2,grass,26,20,
2,grass,26,21,
2,grass,26,23,
2,grass,26,24,
2,grass,26,25,
2,grass,26,26,
2,grass,26,28,
2,grass,26,30,
2,grass,26,32,
2,grass,26,33,
2,grass,26,37,
2,grass,26,38,
2,grass,26,40,
2,grass,26,41,
2,grass,26,46,
2,grass,26,47,
2,grass,26,49,
2,grass,27,9,
2,grass,27,10,
2,grass,27,11,
2,grass,27,12,
2,grass,27,13,
2,grass,27,15,
2,grass,27,16,
2,grass,27,17,
2,grass,27,19,
2,grass,27,21,
2,grass,27,23,
2,grass,27,25,
2,grass,27,28,
2,grass,27,29,
2,grass,27,30,
2,grass,27,32,
2,grass,27,33,
2,grass,27,38,
2,grass,27,39,
2,grass,27,42,
2,grass,27,43,
2,grass,27,44,
2,grass,27,45,
2,grass,27,47,
2,grass,27,48,
2,grass,27,49,
2,grass,28,1,
2,grass,28,2,
2,grass,28,6,
2,grass,28,7,
2,grass,28,8,
2,grass,28,10,
2,grass,28,14,
2,grass,28,15,
2,grass,28,20,
2,grass,28,22,
2,grass,28,23,
2,grass,28,25,
2,grass,28,29,
2,grass,28,30,
2,grass,28,33,
2,grass,28,35,
2,grass,28,36,
2,grass,28,38,
2,grass,28,41,
2,grass,28,42,
2,grass,28,44,
2,grass,28,46,
2,grass,28,47,
2,grass,28,48,
2,grass,28,49,
2,grass,29,0,
2,grass,29,2,
2,grass,29,3,
2,grass,29,8,
2,grass,29,12,
2,grass,29,13,
2,grass,29,16,
2,grass,29,19,
2,grass,29,20,
2,grass,29,21,
2,grass,29,23,
2,grass,29,25,
2,grass,29,26,
2,grass,29,27,
2,grass,29,29,
2,grass,29,30,
2,grass,29,32,
2,grass,29,35,
2,grass,29,37,
2,grass,29,41,
2,grass,29,44,
2,grass,29,46,
2,grass,29,49,
2,grass,30,1,
2,grass,30,4,
2,grass,30,6,
2,grass,30,7,
2,grass,30,10,
2,grass,30,18,
2,grass,30,20,
2,grass,30,22,
2,grass,30,23,
2,grass,30,25,
2,grass,30,26,
2,grass,30,28,
2,grass,30,31,
2,grass,30,32,
2,grass,30,33,
2,grass,30,34,
2,grass,30,36,
2,grass,30,37,
2,grass,30,40,
2,grass,30,41,
2,grass,30,42,
2,grass,30,45,
2,grass,30,46,
2,grass,30,48,
2,grass,30,49,
2,grass,31,1,
2,grass,31,3,
2,grass,31,4,
2,grass,31,11,
2,grass,31,14,
2,grass,31,17,
2,grass,31,20,
2,grass,31,21,
2,grass,31,25,
2,grass,31,26,
2,grass,31,29,
2,grass,31,35,
2,grass,31,38,
2,grass,31,40,
2,grass,31,41,
2,grass,31,42,
2,grass,31,43,
2,grass,31,46,
2,grass,31,47,
2,grass,31,49,
2,grass,32,0,
2,grass,32,5,
2,grass,32,7,
2,grass,32,8,
2,grass,32,9,
2,grass,32,12,
2,grass,32,14,
2,grass,32,15,
2,grass,32,16,
2,grass,32,18,
2,grass,32,20,
2,grass,32,21,
2,grass,32,22,
2,grass,32,23,
2,grass,32,24,
2,grass,32,25,
2,grass,32,26,
2,grass,32,29,
2,grass,32,35,
2,grass,32,36,
2,grass,32,42,
2,grass,32,43,
2,grass,32,46,
2,grass,32,48,
2,grass,33,0,
2,grass,33,1,
2,grass,33,2,
2,grass,33,6,
2,grass,33,7,
2,grass,33,8,
2,grass,33,9,
2,grass,33,11,
2,grass,33,16,
2,grass,33,19,
2,grass,33,20,
2,grass,33,21,
2,grass,33,23,
2,grass,33,25,
2,grass,33,26,
2,grass,33,27,
2,grass,33,28,
2,grass,33,33,
2,grass,33,34,
2,grass,33,35,
2,grass,33,36,
2,grass,33,42,
2,grass,33,44,
2,grass,33,49,
2,grass,34,0,
2,grass,34,3,
2,grass,34,7,
2,grass,34,9,
2,grass,34,10,
2,grass,34,11,
2,grass,34,12,
2,grass,34,15,
2,grass,34,17,
2,grass,34,18,
2,grass,34,24,
2,grass,34,26,
2,grass,34,27,
2,grass,34,30,
2,grass,34,32,
2,grass,34,33,
2,grass,34,34,
2,grass,34,37,
2,grass,34,38,
2,grass,34,40,
2,grass,34,41,
2,grass,34,42,
2,grass,34,46,
2,grass,34,47,
2,grass,35,5,
2,grass,35,8,
2,grass,35,10,
2,grass,35,11,
2,grass,35,22,
2,grass,35,23,
2,grass,35,25,
2,grass,35,28,
2,grass,35,32,
2,grass,35,37,
2,grass,35,42,
2,grass,35,44,
2,grass,35,45,
2,grass,35,49,
2,grass,36,1,
2,grass,36,3,
2,grass,36,6,
2,grass,36,7,
2,grass,36,8,
2,grass,36,9,
2,grass,36,11,
2,grass,36,12,
2,grass,36,13,
2,grass,36,17,
2,grass,36,20,
2,grass,36,21,
2,grass,36,23,
2,grass,36,24,
2,grass,36,25,
2,grass,36,26,
2,grass,36,27,
2,grass,36,31,
2,grass,36,32,
2,grass,36,33,
2,grass,36,34,
2,grass,36,37,
2,grass,36,38,
2,grass,36,41,
2,grass,36,42,
2,grass,36,43,
2,grass,36,44,
2,grass,36,45,
2,grass,36,46,
2,grass,36,48,
2,grass,37,0,
2,grass,37,2,
2,grass,37,4,
2,grass,37,5,
2,grass,37,12,
2,grass,37,13,
2,grass,37,15,
2,grass,37,16,
2,grass,37,18,
2,grass,37,19,
2,grass,37,21,
2,grass,37,22,
2,grass,37,23,
2,grass,37,25,
2,grass,37,26,
2,grass,37,29,
2,grass,37,32,
2,grass,37,35,
2,grass,37,36,
2,grass,37,37,
2,grass,37,38,
2,grass,37,39,
2,grass,37,41,
2,grass,37,42,
2,grass,37,43,
2,grass,37,44,
2,grass,37,48,
2,grass,38,0,
2,grass,38,3,
2,grass,38,4,
2,grass,38,8,
2,grass,38,12,
2,grass,38,14,
2,grass,38,15,
2,grass,38,16,
2,grass,38,18,
2,grass,38,19,
2,grass,38,20,
2,grass,38,22,
2,grass,38,23,
2,grass,38,24,
2,grass,38,26,
2,grass,38,27,
2,grass,38,32,
2,grass,38,34,
2,grass,38,35,
2,grass,38,37,
2,grass,38,38,
2,grass,38,41,
2,grass,38,43,
2,grass,38,48,
2,grass,38,49,
2,grass,39,2,
2,grass,39,3,
2,grass,39,4,
2,grass,39,8,
2,grass,39,9,
2,grass,39,10,
2,grass,39,11,
2,grass,39,12,
2,grass,39,17,
2,grass,39,19,
2,grass,39,22,
2,grass,39,23,
2,grass,39,24,
2,grass,39,25,
2,grass,39,26,
2,grass,39,28,
2,grass,39,31,
2,grass,39,34,
2,grass,39,36,
2,grass,39,38,
2,grass,39,39,
2,grass,39,40,
2,grass,39,41,
2,grass,39,42,
2,grass,39,43,
2,grass,39,48,
2,grass,39,49,
2,grass,40,1,
2,grass,40,2,
2,grass,40,4,
2,grass,40,5,
2,grass,40,8,
2,grass,40,12,
2,grass,40,13,
2,grass,40,22,
2,grass,40,25,
2,grass,40,27,
2,grass,40,28,
2,grass,40,29,
2,grass,40,34,
2,grass,40,35,
2,grass,40,39,
2,grass,40,41,
2,grass,40,44,
2,grass,40,45,
2,grass,41,1,
2,grass,41,2,
2,grass,41,8,
2,grass,41,9,
2,grass,41,10,
2,grass,41,12,
2,grass,41,13,
2,grass,41,16,
2,grass,41,17,
2,grass,41,18,
2,grass,41,20,
2,grass,41,21,
2,grass,41,22,
2,grass,41,23,
2,grass,41,24,
2,grass,41,26,
2,grass,41,27,
2,grass,41,29,
2,grass,41,30,
2,grass,41,32,
2,grass,41,34,
2,grass,41,36,
2,grass,41,37,
2,grass,41,41,
2,grass,41,42,
2,grass,41,46,
2,grass,41,48,
2,grass,42,2,
2,grass,42,7,
2,grass,42,8,
2,grass,42,10,
2,grass,42,11,
2,grass,42,12,
2,grass,42,13,
2,grass,42,14,
2,grass,42,16,
2,grass,42,17,
2,grass,42,20,
2,grass,42,21,
2,grass,42,23,
2,grass,42,24,
2,grass,42,27,
2,grass,42,29,
2,grass,42,31,
2,grass,42,33,
2,grass,42,35,
2,grass,42,36,
2,grass,42,37,
2,grass,42,39,
2,grass,42,40,
2,grass,42,41,
2,grass,42,42,
2,grass,42,46,
2,grass,42,48,
2,grass,42,49,
2,grass,43,0,
2,grass,43,2,
2,grass,43,6,
2,grass,43,8,
2,grass,43,14,
2,grass,43,16,
2,grass,43,18,
2,grass,43,20,
2,grass,43,21,
2,grass,43,25,
2,grass,43,27,
2,grass,43,28,
2,grass,43,29,
2,grass,43,33,
2,grass,43,35,
2,grass,43,36,
2,grass,43,38,
2,grass,43,39,
2,grass,43,40,
2,grass,43,41,
2,grass,43,42,
2,grass,43,43,
2,grass,43,47,
2,grass,43,48,
2,grass,44,1,
2,grass,44,3,
2,grass,44,5,
2,grass,44,12,
2,grass,44,14,
2,grass,44,15,
2,grass,44,16,
2,grass,44,18,
2,grass,44,19,
2,grass,44,20,
2,grass,44,22,
2,grass,44,27,
2,grass,44,29,
2,grass,44,30,
2,grass,44,33,
2,grass,44,35,
2,grass,44,38,
2,grass,44,41,
2,grass,44,42,
2,grass,44,46,
2,grass,44,48,
2,grass,44,49,
2,grass,45,0,
2,grass,45,10,
2,grass,45,12,
2,grass,45,13,
2,grass,45,14,
2,grass,45,18,
2,grass,45,20,
2,grass,45,21,
2,grass,45,23,
2,grass,45,25,
2,grass,45,26,
2,grass,45,27,
2,grass,45,28,
2,grass,45,29,
2,grass,45,30,
2,grass,45,32,
2,grass,45,34,
2,grass,45,36,
2,grass,45,39,
2,grass,45,43,
2,grass,45,49,
2,grass,46,2,
2,grass,46,4,
2,grass,46,5,
2,grass,46,9,
2,grass,46,11,
2,grass,46,13,
2,grass,46,14,
2,grass,46,19,
2,grass,46,21,
2,grass,46,24,
2,grass,46,25,
2,grass,46,32,
2,grass,46,33,
2,grass,46,34,
2,grass,46,35,
2,grass,46,37,
2,grass,46,39,
2,grass,46,40,
2,grass,46,41,
2,grass,46,42,
2,grass,46,43,
2,grass,46,45,
2,grass,46,46,
2,grass,46,47,
2,grass,46,49,
2,grass,47,2,
2,grass,47,11,
2,grass,47,14,
2,grass,47,15,
2,grass,47,17,
2,grass,47,19,
2,grass,47,23,
2,grass,47,24,
2,grass,47,26,
2,grass,47,28,
2,grass,47,29,
2,grass,47,31,
2,grass,47,33,
2,grass,47,35,
2,grass,47,37,
2,grass,47,38,
2,grass,47,39,
2,grass,47,42,
2,grass,47,43,
2,grass,47,44,
2,grass,47,45,
2,grass,47,47,
2,grass,47,48,
2,grass,47,49,
2,grass,48,1,
2,grass,48,2,
2,grass,48,3,
2,grass,48,4,
2,grass,48,5,
2,grass,48,9,
2,grass,48,12,
2,grass,48,13,
2,grass,48,17,
2,grass,48,18,
2,grass,48,19,
2,grass,48,21,
2,grass,48,22,
2,grass,48,23,
2,grass,48,24,
2,grass,48,25,
2,grass,48,26,
2,grass,48,27,
2,grass,48,28,
2,grass,48,29,
2,grass,48,30,
2,grass,48,32,
2,grass,48,33,
2,grass,48,35,
2,grass,48,36,
2,grass,48,37,
2,grass,48,38,
2,grass,48,43,
2,grass,48,45,
2,grass,48,46,
2,grass,49,0,
2,grass,49,1,
2,grass,49,4,
2,grass,49,7,
2,grass,49,9,
2,grass,49,11,
2,grass,49,12,
2,grass,49,13,
2,grass,49,15,
2,grass,49,17,
2,grass,49,18,
2,grass,49,19,
2,grass,49,22,
2,grass,49,23,
2,grass,49,24,
2,grass,49,25,
2,grass,49,26,
2,grass,49,27,
2,grass,49,29,
2,grass,49,31,
2,grass,49,34,
2,grass,49,36,
2,grass,49,38,
2,grass,49,39,
2,grass,49,40,
2,grass,49,41,
2,grass,49,42,
2,grass,49,44,
2,grass,49,45,
2,grass,49,46,
2,grass,49,47,
2,grass,49,48,
2,wolf,18.39452198,8.620522576,1.473496777
2,wolf,49.83461266,22.79794322,19.73749859
2,wolf,23.19082565,9.798818571,6.794068764
2,wolf,15.17194872,13.12715073,33.49815399
2,wolf,46.67637987,39.90421424,19.11106723
2,wolf,10.15402805,10.95954178,31.11158493
2,wolf,1.173836361,32.81031703,38.71055986
2,wolf,1.265886909,16.19882233,14.3956795
2,wolf,15.81409264,6.095955994,38.61579894
2,wolf,31.49349796,38.47709746,24.46796131
2,wolf,33.15192795,23.0400245,0.742056929
2,wolf,3.865021672,5.814487013,21.31541506
2,wolf,27.0298581,1.13272038,24.85027245
2,wolf,37.57956161,2.424860243,21.18949647
2,wolf,29.88657852,15.14097319,8.858270284
2,wolf,32.40223756,38.65140661,26.69512159
2,wolf,5.555979863,10.0575557,3.042396432
2,wolf,13.87542647,48.55028042,16.82358531
2,wolf,0.281303538,46.64225922,12.99411055
2,wolf,5.915466007,10.79530531,6.097778374
2,wolf,1.98790994,25.87643077,38.60349252
2,wolf,36.29551764,15.43252421,38.31682533
2,wolf,19.44008063,6.377648107,31.108053
2,wolf,18.70654486,39.20629453,32.63305131
2,wolf,42.85772663,47.24828055,21.86199652
2,wolf,42.268181,15.53313617,13.12056861
2,wolf,0.010016421,9.681182,32.29568142
2,wolf,28.70605517,20.82557392,5.353929459
2,wolf,9.942670386,16.5549228,25.14710589
2,wolf,21.28642333,46.67835772,35.93478106
2,wolf,46.14651602,3.804938265,33.40652466
2,wolf,36.63498985,1.763998902,26.70914252
2,wolf,11.58213289,31.20115189,18.63901115
2,wolf,12.11446554,11.26994375,1.427495007
2,wolf,29.25804289,1.028732178,26.50769034
2,wolf,43.33831587,16.87882245,23.91473802
2,wolf,31.94744015,21.65791161,36.84569453
2,wolf,50.1015223,42.12101128,31.85596268
2,wolf,41.19682243,46.43924828,8.209540821
2,wolf,18.72226275,29.74244685,27.05323324
2,wolf,16.7872719,4.315392148,30.29751161
2,wolf,12.38420549,0.102801759,8.556869718
2,wolf,39.35121876,19.5460499,40.21795175
2,wolf,40.65637306,34.35041862,11.04140836
2,wolf,21.70903727,7.624566121,18.83764679
2,wolf,48.76406333,4.333416027,6.016190089
2,wolf,35.58101802,46.64814718,33.51667293
2,wolf,40.03654133,39.19801569,36.06875383
2,sheep,31.85632727,38.03358554,5.814079366
2,sheep,33.88037135,25.01626342,7.098085513
2,sheep,31.84749767,42.10047392,2.606998527
2,sheep,37.13747154,37.67735518,2.724642687
2,sheep,16.5869664,43.30451912,4.213086634
2,sheep,26.44268409,38.24985223,0.135817036
2,sheep,8.673700776,31.94493836,3.790294536
2,sheep,44.33509789,17.9365898,6.59853919
2,sheep,16.60042207,1.799420564,4.197488248
2,sheep,11.25891744,4.252393579,1.901841159
2,sheep,36.45560006,12.2801463,2.038900793
2,sheep,25.53217944,40.82746365,2.362510937
2,sheep,42.26467355,44.29108053,2.296653402
2,sheep,20.56531122,1.952114649,3.886617767
2,sheep,37.30513644,10.8670053,6.680861284
2,sheep,37.56788417,49.54302264,-0.758219221
2,sheep,34.30471455,34.07525918,3.747910038
2,sheep,19.76094451,38.6039863,2.723672615
2,sheep,40.50756096,48.84769988,4.126192301
2,sheep,25.88620089,31.29331377,2.383034559
2,sheep,33.83973062,41.23080985,3.870668292
2,sheep,27.02404111,28.39690259,2.302769171
2,sheep,7.90286604,40.40116989,6.986566255
2,sheep,43.38851347,18.60365778,3.561577859
2,sheep,28.98840948,9.625583747,4.777464982
2,sheep,33.18827104,11.54794135,4.819307705
2,sheep,48.58661123,12.29379441,6.059368836
2,sheep,39.80798023,6.588086953,5.461419941
2,sheep,2.07889333,8.607318513,5.934808523
2,sheep,22.07540373,41.88827548,5.581651728
2,sheep,14.46666092,30.1468377,7.01596024
2,sheep,20.38417062,30.07091502,2.01199977
2,sheep,32.72807897,26.11673613,3.485552528
2,sheep,6.277554674,23.16834118,7.961189102
2,sheep,25.65983477,22.78769054,4.491981919
2,sheep,10.05710072,22.35982102,3.726023748
2,sheep,19.89212006,20.84304755,7.718419247
2,sheep,12.05971035,32.9015459,1.590919226
2,sheep,43.96453597,10.7543136,7.387570002
2,sheep,43.84806543,10.61809266,3.270598634
2,sheep,22.57337804,12.48881637,3.730384358
2,sheep,48.63648441,7.442388968,4.815865842
2,sheep,26.76712408,28.2824719,1.18983002
2,sheep,10.09917897,0.440282036,6.849150402
2,sheep,40.08583764,46.35195355,7.102910477
2,sheep,23.02554536,16.03123537,4.901176779
2,sheep,49.28426429,25.90989614,4.52215762
2,sheep,3.776587348,26.88360195,0.384196857
2,sheep,40.55315224,19.35567654,4.342403242
2,sheep,33.32656093,7.028066319,4.522796627
2,sheep,0.64420096,3.602343612,0.658175184
2,sheep,17.68038331,48.53172221,6.017948417
2,sheep,40.31064751,6.406259579,2.642361737
2,sheep,27.45365286,19.46471976,0.956643758
2,sheep,25.56033152,37.32150933,3.409936247
2,sheep,22.06002308,36.06523002,8.352085082
2,sheep,22.79487028,14.24982938,6.138617194
2,sheep,22.86578889,47.68266461,0.490206702
2,sheep,45.75277156,47.6055953,5.440223795
2,sheep,18.28891196,15.66539655,5.727955034
2,sheep,10.6575527,17.21811059,5.88025373
2,sheep,1.883383857,27.70520293,6.281268793
2,sheep,39.48856277,10.88466839,3.406864658
2,sheep,41.24041267,41.46171013,6.868968936
2,sheep,19.29252019,10.10370143,1.586157356
2,sheep,41.26135566,37.03945932,7.276873903
2,sheep,21.59983562,-0.182166389,7.323543221
2,sheep,9.906658002,25.82982658,8.642831074
2,sheep,20.13764363,9.836621281,3.429104454
2,sheep,2.879020905,50.02561465,6.265275188
2,sheep,32.56684428,40.82270518,1.610254973
2,sheep,5.11471396,48.33392449,2.826447454
2,sheep,38.20154543,47.82395421,0.366828641
2,sheep,18.21388041,28.97572268,3.93527679
2,sheep,42.1156469,44.78792562,5.477483655
2,sheep,5.843901865,19.71061125,2.239224028
2,sheep,50.49139746,27.43739902,3.132373728
2,sheep,39.13584156,15.50056874,-0.167902372
2,sheep,36.41313128,36.52884432,5.038776852
2,sheep,10.74864172,45.60299339,-0.653304572
2,sheep,25.05620618,49.0408879,1.473832665
2,sheep,28.15382812,14.77492365,1.516240715
2,sheep,25.59685959,45.13443716,6.693597768
2,sheep,7.551842095,32.09031247,1.004852584
2,sheep,14.46192656,47.39842453,1.49283685
2,sheep,44.82321534,16.24151662,2.122507436
2,sheep,19.40221928,16.56440115,0.927314437
2,sheep,6.182956726,11.55559375,4.151649166
2,sheep,37.37079218,33.66112823,6.012165509
2,sheep,46.89207049,9.217297419,4.65725519
2,sheep,15.75965705,26.37976297,6.05684713
2,sheep,44.00921472,18.12714268,7.530140588
2,sheep,11.08687963,25.35369605,4.945350985
2,sheep,10.76227891,43.58582282,1.867296033
2,sheep,8.976909461,26.50363306,0.925110326
2,sheep,3.157098078,29.00010085,4.762152382
2,sheep,24.72792759,46.6245846,4.090461873
2,sheep,15.24278451,1.91035599,4.88918718
2,sheep,28.62361379,4.616932028,0.487817371
2,sheep,38.75216516,8.323626569,5.230043612
2,sheep,44.38022475,40.69465818,1.002633391
2,sheep,39.59311711,16.03132539,1.197494058
